ticker,session,iv
ALL,2026-03-04,25.7609
ALL,2026-03-05,26.2495
ALL,2026-03-06,27.1159
ALL,2026-03-09,28.1951
ALL,2026-03-10,27.2384
ALL,2026-03-11,27.0664
ALL,2026-03-12,27.8918
ALL,2026-03-13,27.4461
ALL,2026-03-16,27.2532
ALL,2026-03-17,26.4205
ALL,2026-03-18,27.662
ALL,2026-03-19,26.9684
ALL,2026-03-20,27.0419
ALL,2026-03-23,24.7836
ALL,2026-03-24,26.1855
ALL,2026-03-25,25.5896
ALL,2026-03-26,25.7419
ALL,2026-03-27,27.8973
ALL,2026-03-30,26.8938
ALL,2026-03-31,26.4795
ALL,2026-04-01,26.4101
ALL,2026-04-02,26.0167
ALL,2026-04-06,24.7581
ALL,2026-04-07,25.5949
ALL,2026-04-08,24.2836
ALL,2026-04-09,23.7141
ALL,2026-04-10,23.9948
ALL,2026-04-13,24.8612
ALL,2026-04-14,23.038
ALL,2026-04-15,23.2684
ALL,2026-04-16,23.8156
ALL,2026-04-17,22.9189
ALL,2026-04-20,23.3061
ALL,2026-04-21,24.2447
ALL,2026-04-22,23.8901
ALL,2026-04-23,24.876
ALL,2026-04-24,24.5322
ALL,2026-04-27,23.9541
ALL,2026-04-28,24.4411
ALL,2026-04-29,25.7897
ALL,2026-04-30,22.1569
ALL,2026-05-01,22.346
ALL,2026-05-04,21.639
ALL,2026-05-05,22.3786
ALL,2026-05-06,22.1121
ALL,2026-05-07,22.6612
ALL,2026-05-08,23.0547
ALL,2026-05-11,23.0732
ALL,2026-05-12,23.1133
ALL,2026-05-13,22.744
ALL,2026-05-14,23.6119
ALL,2026-05-15,23.5043
ALL,2026-05-18,23.4092
ALL,2026-05-19,23.778
ALL,2026-05-20,24.7138
ALL,2026-05-21,25.1012
ALL,2026-05-22,24.5921
ALL,2026-05-26,24.7762
ALL,2026-05-27,24.4712
ALL,2026-05-28,24.285
ALL,2026-05-29,24.6874
ALL,2026-06-01,25.3567
ALL,2026-06-02,25.4021
ALL,2026-06-03,25.7919
ALL,2026-06-04,26.5473
ALL,2026-06-05,27.2853
ALL,2026-06-08,25.9434
ALL,2026-06-09,26.6981
ALL,2026-06-10,26.91
ALL,2026-06-11,26.6204
ALL,2026-06-12,25.9714
ALL,2026-06-15,25.9385
ALL,2026-06-16,25.619
ALL,2026-06-17,26.334
ALL,2026-06-18,26.0261
ALL,2026-06-22,25.5313
ALL,2026-06-23,26.0075
ALL,2026-06-24,25.1397
ALL,2026-06-25,24.7956
ALL,2026-06-26,24.665
ALL,2026-06-29,24.5831
ALL,2026-06-30,23.9798
ALL,2026-07-01,24.7955
ALL,2026-07-02,24.578
ALL,2026-07-06,25.0128
ALL,2026-07-07,25.9222
ALL,2026-07-08,25.9989
ALL,2026-07-09,26.3007
ALL,2026-07-10,25.5285
ALL,2026-07-13,25.1687
ALL,2026-07-14,25.457
ALL,2026-07-15,26.2217
ALL,2026-07-16,26.1884
ALL,2026-07-17,28.128
ALL,2026-07-20,27.1449
ALL,2026-07-21,27.224
ALL,2026-07-22,27.2011
ALL,2026-07-23,27.1753
ALL,2026-07-24,27.8218
ALL,2026-07-27,27.5634
ALL,2026-07-28,27.906
ALL,2026-07-29,28.3455
ALL,2026-07-30,28.0521
ALL,2026-07-31,28.3404
ALL,2026-08-03,28.8471
ALL,2026-08-04,28.1425
ALL,2026-08-05,28.0054
ALL,2026-08-06,25.5917
ALL,2026-08-07,25.4789
ALL,2026-08-10,26.2538
ALL,2026-08-11,26.2112
ALL,2026-08-12,25.3119
ALL,2026-08-13,25.7804
ALL,2026-08-14,25.7363
ALL,2026-08-17,25.2728
ALL,2026-08-18,25.5788
ALL,2026-08-19,24.7961
ALL,2026-08-20,25.5962
ALL,2026-08-21,25.5151
ALLE,2024-08-01,25.0521
ALLE,2024-08-02,27.1402
ALLE,2024-08-05,30.7238
ALLE,2024-08-06,28.0444
ALLE,2024-08-07,28.0282
ALLE,2024-08-08,25.9629
ALLE,2024-08-09,25.5462
ALLE,2024-08-12,25.0923
ALLE,2024-08-13,23.5382
ALLE,2024-08-14,23.3272
ALLE,2024-08-15,23.9323
ALLE,2024-08-16,22.931
ALLE,2024-08-19,22.6179
ALLE,2024-08-20,22.3637
ALLE,2024-08-21,23.4214
ALLE,2024-08-22,23.1159
ALLE,2024-08-23,23.2838
ALLE,2024-08-26,22.7667
ALLE,2024-08-27,23.1138
ALLE,2024-08-28,22.8939
ALLE,2024-08-29,21.9324
ALLE,2024-08-30,21.201
ALLE,2024-09-03,23.775
ALLE,2024-09-04,23.435
ALLE,2024-09-05,21.9221
ALLE,2024-09-06,23.8201
ALLE,2024-09-09,26.9006
ALLE,2024-09-10,23.2426
ALLE,2024-09-11,24.282
ALLE,2024-09-12,22.3882
ALLE,2024-09-13,23.9973
ALLE,2024-09-16,21.9582
ALLE,2024-09-17,22.9287
ALLE,2024-09-18,24.3991
ALLE,2024-09-19,23.5182
ALLE,2024-09-20,24.2976
ALLE,2024-09-23,21.4826
ALLE,2024-09-24,21.3057
ALLE,2024-09-25,22.2838
ALLE,2024-09-26,20.2323
ALLE,2024-09-27,23.1435
ALLE,2024-09-30,23.4605
ALLE,2024-10-01,23.3788
ALLE,2024-10-02,23.6169
ALLE,2024-10-03,25.4828
ALLE,2024-10-04,23.2778
ALLE,2024-10-07,24.2345
ALLE,2024-10-08,23.0423
ALLE,2024-10-09,24.5695
ALLE,2024-10-10,23.8159
ALLE,2024-10-11,23.9991
ALLE,2024-10-14,25.2606
ALLE,2024-10-15,23.345
ALLE,2024-10-16,23.8494
ALLE,2024-10-17,24.3137
ALLE,2024-10-18,22.8379
ALLE,2024-10-21,24.2281
ALLE,2024-10-22,23.3853
ALLE,2024-10-23,23.2935
ALLE,2024-10-24,23.0222
ALLE,2024-10-25,23.4024
ALLE,2024-10-28,23.1601
ALLE,2024-10-29,23.2834
ALLE,2024-10-30,23.4045
ALLE,2024-10-31,23.965
ALLE,2024-11-01,24.2129
ALLE,2024-11-04,24.3017
ALLE,2024-11-05,23.1549
ALLE,2024-11-06,22.1324
ALLE,2024-11-07,20.6723
ALLE,2024-11-08,21.3555
ALLE,2024-11-11,20.9619
ALLE,2024-11-12,21.4733
ALLE,2024-11-13,21.2787
ALLE,2024-11-14,22.5489
ALLE,2024-11-15,21.422
ALLE,2024-11-18,21.9197
ALLE,2024-11-19,21.805
ALLE,2024-11-20,21.9528
ALLE,2024-11-21,21.1771
ALLE,2024-11-22,21.6127
ALLE,2024-11-25,21.2437
ALLE,2024-11-26,21.0254
ALLE,2024-11-27,20.3655
ALLE,2024-11-29,20.7425
ALLE,2024-12-02,20.511
ALLE,2024-12-03,20.6415
ALLE,2024-12-04,21.8743
ALLE,2024-12-05,21.7559
ALLE,2024-12-06,21.286
ALLE,2024-12-09,21.0789
ALLE,2024-12-10,21.4335
ALLE,2024-12-11,19.8858
ALLE,2024-12-12,22.4002
ALLE,2024-12-13,21.8622
ALLE,2024-12-16,22.0366
ALLE,2024-12-17,22.6005
ALLE,2024-12-18,25.8144
ALLE,2024-12-19,24.7442
ALLE,2024-12-20,24.8826
ALLE,2024-12-23,22.5973
ALLE,2024-12-24,21.5047
ALLE,2024-12-26,21.9613
ALLE,2024-12-27,25.0589
ALLE,2024-12-30,23.3994
ALLE,2024-12-31,24.2146
ALLE,2025-01-02,24.1898
ALLE,2025-01-03,21.3735
ALLE,2025-01-06,24.1065
ALLE,2025-01-07,24.9707
ALLE,2025-01-08,23.1298
ALLE,2025-01-10,22.0057
ALLE,2025-01-13,23.5672
ALLE,2025-01-14,22.5928
ALLE,2025-01-15,22.2399
ALLE,2025-01-16,21.8044
ALLE,2025-01-17,21.829
ALLE,2025-01-21,21.6561
ALLE,2025-01-22,23.7607
ALLE,2025-01-23,22.8274
ALLE,2025-01-24,24.1803
ALLE,2025-01-27,23.4478
ALLE,2025-01-28,26.2393
ALLE,2025-01-29,25.09
ALLE,2025-01-30,26.0418
ALLE,2025-01-31,25.6895
ALLE,2025-02-03,28.2746
ALLE,2025-02-04,25.5321
ALLE,2025-02-05,25.589
ALLE,2025-02-06,24.7147
ALLE,2025-02-07,25.7415
ALLE,2025-02-10,25.5407
ALLE,2025-02-11,25.6685
ALLE,2025-02-12,25.1243
ALLE,2025-02-13,26.106
ALLE,2025-02-14,25.8426
ALLE,2025-02-18,26.3873
ALLE,2025-02-19,23.8845
ALLE,2025-02-20,23.4085
ALLE,2025-02-21,22.5384
ALLE,2025-02-24,23.8472
ALLE,2025-02-25,23.8875
ALLE,2025-02-26,23.5715
ALLE,2025-02-27,25.3367
ALLE,2025-02-28,24.3798
ALLE,2025-03-03,24.0722
ALLE,2025-03-04,28.8442
ALLE,2025-03-05,25.8366
ALLE,2025-03-06,25.5754
ALLE,2025-03-07,26.4166
ALLE,2025-03-10,26.7052
ALLE,2025-03-11,26.6528
ALLE,2025-03-12,28.8913
ALLE,2025-03-13,28.2151
ALLE,2025-03-14,27.4102
ALLE,2025-03-17,26.1953
ALLE,2025-03-18,25.6138
ALLE,2025-03-19,24.0319
ALLE,2025-03-20,24.4297
ALLE,2025-03-21,25.3257
ALLE,2025-03-24,24.5779
ALLE,2025-03-25,23.2648
ALLE,2025-03-26,23.4822
ALLE,2025-03-27,23.6175
ALLE,2025-03-28,25.2417
ALLE,2025-03-31,23.5504
ALLE,2025-04-01,25.9591
ALLE,2025-04-02,25.9533
ALLE,2025-04-03,28.0116
ALLE,2025-04-04,33.7435
ALLE,2025-04-07,35.0656
ALLE,2025-04-08,37.2153
ALLE,2025-04-09,31.2925
ALLE,2025-04-10,36.3862
ALLE,2025-04-11,34.4198
ALLE,2025-04-14,31.1104
ALLE,2025-04-15,30.3029
ALLE,2025-04-16,36.0119
ALLE,2025-04-17,28.2426
ALLE,2025-04-21,31.4687
ALLE,2025-04-22,29.191
ALLE,2025-04-23,29.4801
ALLE,2025-04-24,23.9696
ALLE,2025-04-25,25.4335
ALLE,2025-04-28,23.54
ALLE,2025-04-29,22.9579
ALLE,2025-04-30,25.2674
ALLE,2025-05-01,25.3741
ALLE,2025-05-02,25.867
ALLE,2025-05-05,25.3297
ALLE,2025-05-06,24.9416
ALLE,2025-05-07,25.767
ALLE,2025-05-08,24.6778
ALLE,2025-05-09,24.138
ALLE,2025-05-12,22.3153
ALLE,2025-05-13,23.2337
ALLE,2025-05-14,21.3447
ALLE,2025-05-15,22.0352
ALLE,2025-05-16,22.3831
ALLE,2025-05-19,21.8173
ALLE,2025-05-20,21.3527
ALLE,2025-05-21,22.8336
ALLE,2025-05-22,23.4956
ALLE,2025-05-23,24.0745
ALLE,2025-05-27,22.9997
ALLE,2025-05-28,21.4728
ALLE,2025-05-29,23.2149
ALLE,2025-05-30,24.1529
ALLE,2025-06-02,22.8733
ALLE,2025-06-03,23.4533
ALLE,2025-06-04,23.8284
ALLE,2025-06-05,23.7171
ALLE,2025-06-06,23.3405
ALLE,2025-06-09,21.7342
ALLE,2025-06-10,24.6466
ALLE,2025-06-11,21.582
ALLE,2025-06-12,23.0875
ALLE,2025-06-13,22.3452
ALLE,2025-06-16,26.3187
ALLE,2025-06-17,24.0253
ALLE,2025-06-18,23.6953
ALLE,2025-06-20,24.3105
ALLE,2025-06-23,22.0563
ALLE,2025-06-24,22.4745
ALLE,2025-06-25,23.3653
ALLE,2025-06-26,22.7903
ALLE,2025-06-27,23.4739
ALLE,2025-06-30,23.1378
ALLE,2025-07-01,23.0176
ALLE,2025-07-02,23.1408
ALLE,2025-07-03,23.4195
ALLE,2025-07-07,22.638
ALLE,2025-07-08,22.4795
ALLE,2025-07-09,22.6011
ALLE,2025-07-10,20.4255
ALLE,2025-07-11,22.4288
ALLE,2025-07-14,22.5221
ALLE,2025-07-15,23.5782
ALLE,2025-07-16,20.6157
ALLE,2025-07-17,22.8483
ALLE,2025-07-18,22.253
ALLE,2025-07-21,22.4911
ALLE,2025-07-22,21.1806
ALLE,2025-07-23,20.7328
ALLE,2025-07-24,20.3118
ALLE,2025-07-25,19.7233
ALLE,2025-07-28,20.7106
ALLE,2025-07-29,21.5452
ALLE,2025-07-30,21.1835
ALLE,2025-07-31,21.3098
ALLE,2025-08-01,21.2692
ALLE,2025-08-04,22.2329
ALLE,2025-08-05,22.2879
ALLE,2025-08-06,21.446
ALLE,2025-08-07,22.0428
ALLE,2025-08-08,20.7727
ALLE,2025-08-11,20.991
ALLE,2025-08-12,19.944
ALLE,2025-08-13,22.65
ALLE,2025-08-14,21.2929
ALLE,2025-08-15,19.9968
ALLE,2025-08-18,20.1119
ALLE,2025-08-19,19.5484
ALLE,2025-08-20,21.2167
ALLE,2025-08-21,20.8164
ALLE,2025-08-22,20.7559
ALLE,2025-08-25,22.2222
ALLE,2025-08-26,21.5697
ALLE,2025-08-27,20.9853
ALLE,2025-08-28,21.385
ALLE,2025-08-29,21.5954
ALLE,2025-09-02,21.4178
ALLE,2025-09-03,21.9371
ALLE,2025-09-04,22.1781
ALLE,2025-09-05,22.0161
ALLE,2025-09-08,21.3842
ALLE,2025-09-09,21.6352
ALLE,2025-09-10,22.723
ALLE,2025-09-11,20.9961
ALLE,2025-09-12,22.6394
ALLE,2025-09-15,22.0215
ALLE,2025-09-16,21.6112
ALLE,2025-09-17,22.7064
ALLE,2025-09-18,23.3408
ALLE,2025-09-19,22.8423
ALLE,2025-09-22,23.9665
ALLE,2025-09-23,22.6358
ALLE,2025-09-24,22.2739
ALLE,2025-09-25,22.7505
ALLE,2025-09-26,22.0016
ALLE,2025-09-29,21.4865
ALLE,2025-09-30,22.2447
ALLE,2025-10-01,22.4921
ALLE,2025-10-02,22.5705
ALLE,2025-10-03,23.4321
ALLE,2025-10-06,23.1671
ALLE,2025-10-07,24.0439
ALLE,2025-10-08,23.5143
ALLE,2025-10-09,23.8478
ALLE,2025-10-10,24.3245
ALLE,2025-10-13,24.2637
ALLE,2025-10-14,24.157
ALLE,2025-10-15,24.6689
ALLE,2025-10-16,24.0914
ALLE,2025-10-17,24.7352
ALLE,2025-10-20,23.4091
ALLE,2025-10-21,24.3787
ALLE,2025-10-22,23.3979
ALLE,2025-10-23,22.8427
ALLE,2025-10-24,22.6925
ALLE,2025-10-27,21.3279
ALLE,2025-10-28,23.3476
ALLE,2025-10-29,23.922
ALLE,2025-10-30,24.8412
ALLE,2025-10-31,23.5498
ALLE,2025-11-03,24.3448
ALLE,2025-11-04,23.6699
ALLE,2025-11-05,23.8618
ALLE,2025-11-06,24.3801
ALLE,2025-11-07,24.7453
ALLE,2025-11-10,24.5354
ALLE,2025-11-11,23.6497
ALLE,2025-11-12,24.1366
ALLE,2025-11-13,24.9987
ALLE,2025-11-14,23.8828
ALLE,2025-11-17,26.2896
ALLE,2025-11-18,24.7002
ALLE,2025-11-19,25.4363
ALLE,2025-11-20,25.5834
ALLE,2025-11-21,25.1836
ALLE,2025-11-24,25.2394
ALLE,2025-11-25,23.7728
ALLE,2025-11-26,23.8231
ALLE,2025-11-28,23.6822
ALLE,2025-12-01,23.2893
ALLE,2025-12-02,23.8656
ALLE,2025-12-03,24.0814
ALLE,2025-12-04,22.9477
ALLE,2025-12-05,24.0266
ALLE,2025-12-08,24.8524
ALLE,2025-12-09,22.232
ALLE,2025-12-10,22.7848
ALLE,2025-12-11,23.0179
ALLE,2025-12-12,23.3784
ALLE,2025-12-15,23.1337
ALLE,2025-12-16,23.0028
ALLE,2025-12-17,23.8058
ALLE,2025-12-18,25.4071
ALLE,2025-12-19,22.0809
ALLE,2025-12-22,22.2081
ALLE,2025-12-23,22.9375
ALLE,2025-12-24,22.5416
ALLE,2025-12-26,23.0853
ALLE,2025-12-29,22.665
ALLE,2025-12-30,23.3577
ALLE,2025-12-31,24.5773
ALLE,2026-01-02,22.5189
ALLE,2026-01-05,23.213
ALLE,2026-01-06,22.3295
ALLE,2026-01-07,23.7674
ALLE,2026-01-08,22.5606
ALLE,2026-01-09,24.2351
ALLE,2026-01-12,23.7414
ALLE,2026-01-13,23.7769
ALLE,2026-01-14,23.8112
ALLE,2026-01-15,24.2089
ALLE,2026-01-16,23.3412
ALLE,2026-01-20,23.9024
ALLE,2026-01-21,23.8727
ALLE,2026-01-22,23.2925
ALLE,2026-01-23,23.6582
ALLE,2026-01-26,23.7372
ALLE,2026-01-27,23.6079
ALLE,2026-01-28,24.1039
ALLE,2026-01-29,23.8281
ALLE,2026-01-30,23.95
ALLE,2026-02-02,24.0813
ALLE,2026-02-03,24.1726
ALLE,2026-02-04,23.8139
ALLE,2026-02-05,24.8452
ALLE,2026-02-06,23.4787
ALLE,2026-02-09,24.7166
ALLE,2026-02-10,24.4551
ALLE,2026-02-11,23.9845
ALLE,2026-02-12,25.9306
ALLE,2026-02-13,23.6879
ALLE,2026-02-17,22.8604
ALLE,2026-02-18,22.9371
ALLE,2026-02-19,23.2831
ALLE,2026-02-20,22.6896
ALLE,2026-02-23,24.316
ALLE,2026-02-24,25.2264
ALLE,2026-02-25,23.7125
ALLE,2026-02-26,24.0411
ALLE,2026-02-27,24.8316
ALLE,2026-03-02,25.7453
ALLE,2026-03-03,28.2658
ALLE,2026-03-04,27.4922
ALLE,2026-03-05,28.6415
ALLE,2026-03-06,29.3452
ALLE,2026-03-09,29.1536
ALLE,2026-03-10,28.7245
ALLE,2026-03-11,28.124
ALLE,2026-03-12,29.3988
ALLE,2026-03-13,28.8393
ALLE,2026-03-16,27.9039
ALLE,2026-03-17,26.8041
ALLE,2026-03-18,29.9481
ALLE,2026-03-19,28.9299
ALLE,2026-03-20,27.9974
ALLE,2026-03-23,28.8617
ALLE,2026-03-24,27.3013
ALLE,2026-03-25,26.4121
ALLE,2026-03-26,29.0394
ALLE,2026-03-27,29.7775
ALLE,2026-03-30,29.2129
ALLE,2026-03-31,27.3456
ALLE,2026-04-01,28.3754
ALLE,2026-04-02,29.0398
ALLE,2026-04-06,28.2266
ALLE,2026-04-07,29.1258
ALLE,2026-04-08,28.9535
ALLE,2026-04-09,26.969
ALLE,2026-04-10,27.3917
ALLE,2026-04-13,26.4088
ALLE,2026-04-14,26.1196
ALLE,2026-04-15,27.2504
ALLE,2026-04-16,27.537
ALLE,2026-04-17,27.0073
ALLE,2026-04-20,25.3626
ALLE,2026-04-21,27.9615
ALLE,2026-04-22,27.4268
ALLE,2026-04-23,27.1176
ALLE,2026-04-24,27.7336
ALLE,2026-04-27,27.6352
ALLE,2026-04-28,26.0006
ALLE,2026-04-29,26.587
ALLE,2026-04-30,26.6191
ALLE,2026-05-01,27.2556
ALLE,2026-05-04,27.1507
ALLE,2026-05-05,27.3037
ALLE,2026-05-06,26.0267
ALLE,2026-05-07,25.7233
ALLE,2026-05-08,27.8967
ALLE,2026-05-11,26.9922
ALLE,2026-05-12,27.2952
ALLE,2026-05-13,27.0717
ALLE,2026-05-14,27.1893
ALLE,2026-05-15,26.2181
ALLE,2026-05-18,26.513
ALLE,2026-05-19,29.3284
ALLE,2026-05-20,28.3428
ALLE,2026-05-21,28.3707
ALLE,2026-05-22,27.381
ALLE,2026-05-26,26.7684
ALLE,2026-05-27,26.4647
ALLE,2026-05-28,27.6779
ALLE,2026-05-29,27.5525
ALLE,2026-06-01,26.5522
ALLE,2026-06-02,27.0856
ALLE,2026-06-03,27.557
ALLE,2026-06-04,27.9286
ALLE,2026-06-05,29.1959
ALLE,2026-06-08,29.449
ALLE,2026-06-09,29.6017
ALLE,2026-06-10,28.8966
ALLE,2026-06-11,28.1209
ALLE,2026-06-12,28.215
ALLE,2026-06-15,27.5273
ALLE,2026-06-16,27.4237
ALLE,2026-06-17,27.1892
ALLE,2026-06-18,27.6022
ALLE,2026-06-22,27.9264
ALLE,2026-06-23,28.0784
ALLE,2026-06-24,27.8669
ALLE,2026-06-25,28.4848
ALLE,2026-06-26,26.0227
ALLE,2026-06-29,28.9125
ALLE,2026-06-30,26.7789
ALLE,2026-07-01,29.8634
ALLE,2026-07-02,28.0455
ALLE,2026-07-06,27.5177
ALLE,2026-07-07,29.3726
ALLE,2026-07-08,31.4645
ALLE,2026-07-09,30.4713
ALLE,2026-07-10,29.5863
ALLE,2026-07-13,29.7036
ALLE,2026-07-14,29.5309
ALLE,2026-07-15,29.8337
ALLE,2026-07-16,31.0448
ALLE,2026-07-17,31.7491
ALLE,2026-07-20,31.8385
ALLE,2026-07-21,32.3853
ALLE,2026-07-22,33.2767
ALLE,2026-07-23,28.5712
ALLE,2026-07-24,23.7893
ALLE,2026-07-27,25.5843
ALLE,2026-07-28,26.1553
ALLE,2026-07-29,26.5945
ALLE,2026-07-30,26.1539
ALLE,2026-07-31,26.5516
ALLE,2026-08-03,26.1928
ALLE,2026-08-04,27.46
ALLE,2026-08-05,26.0946
ALLE,2026-08-06,26.8302
ALLE,2026-08-07,24.6136
ALLE,2026-08-10,24.0897
ALLE,2026-08-11,23.7939
ALLE,2026-08-12,24.2378
ALLE,2026-08-13,24.6756
ALLE,2026-08-14,24.9412
ALLE,2026-08-17,23.9158
ALLE,2026-08-18,25.4354
ALLE,2026-08-19,25.8887
ALLE,2026-08-20,25.539
ALLE,2026-08-21,26.2432
AMAT,2024-08-01,44.7855
AMAT,2024-08-02,50.3165
AMAT,2024-08-05,53.2819
AMAT,2024-08-06,49.1902
AMAT,2024-08-07,50.1524
AMAT,2024-08-08,47.3662
AMAT,2024-08-09,45.9804
AMAT,2024-08-12,45.3028
AMAT,2024-08-13,43.7923
AMAT,2024-08-14,43.5252
AMAT,2024-08-15,42.2307
AMAT,2024-08-16,40.6535
AMAT,2024-08-19,38.7997
AMAT,2024-08-20,40.4048
AMAT,2024-08-21,39.4066
AMAT,2024-08-22,41.7968
AMAT,2024-08-23,40.7101
AMAT,2024-08-26,41.904
AMAT,2024-08-27,41.3218
AMAT,2024-08-28,42.1322
AMAT,2024-08-29,41.2277
AMAT,2024-08-30,40.5923
AMAT,2024-09-03,43.9177
AMAT,2024-09-04,43.5563
AMAT,2024-09-05,44.013
AMAT,2024-09-06,45.2949
AMAT,2024-09-09,44.0492
AMAT,2024-09-10,43.6734
AMAT,2024-09-11,43.4193
AMAT,2024-09-12,43.2306
AMAT,2024-09-13,42.1641
AMAT,2024-09-16,42.2607
AMAT,2024-09-17,42.133
AMAT,2024-09-18,41.8426
AMAT,2024-09-19,41.3347
AMAT,2024-09-20,41.7797
AMAT,2024-09-23,40.559
AMAT,2024-09-24,40.9083
AMAT,2024-09-25,41.13
AMAT,2024-09-26,41.8948
AMAT,2024-09-27,42.1864
AMAT,2024-09-30,42.4523
AMAT,2024-10-01,43.2202
AMAT,2024-10-02,43.0136
AMAT,2024-10-03,44.7645
AMAT,2024-10-04,42.8495
AMAT,2024-10-07,43.5052
AMAT,2024-10-08,43.3795
AMAT,2024-10-09,41.9419
AMAT,2024-10-10,42.1616
AMAT,2024-10-11,41.7661
AMAT,2024-10-14,41.2622
AMAT,2024-10-15,45.4857
AMAT,2024-10-16,44.4785
AMAT,2024-10-17,44.4767
AMAT,2024-10-18,42.7512
AMAT,2024-10-21,42.6132
AMAT,2024-10-22,42.6277
AMAT,2024-10-23,43.7895
AMAT,2024-10-24,42.9492
AMAT,2024-10-25,41.9003
AMAT,2024-10-28,42.9989
AMAT,2024-10-29,42.4584
AMAT,2024-10-30,43.6194
AMAT,2024-10-31,44.0926
AMAT,2024-11-01,44.1268
AMAT,2024-11-04,43.9557
AMAT,2024-11-05,42.9696
AMAT,2024-11-06,41.2073
AMAT,2024-11-07,40.2899
AMAT,2024-11-08,39.1744
AMAT,2024-11-11,39.7092
AMAT,2024-11-12,40.778
AMAT,2024-11-13,40.4737
AMAT,2024-11-14,41.2654
AMAT,2024-11-15,38.5417
AMAT,2024-11-18,37.0868
AMAT,2024-11-19,38.5413
AMAT,2024-11-20,38.3672
AMAT,2024-11-21,38.3729
AMAT,2024-11-22,38.7053
AMAT,2024-11-25,37.7062
AMAT,2024-11-26,36.7706
AMAT,2024-11-27,36.8657
AMAT,2024-11-29,37.8148
AMAT,2024-12-02,37.7926
AMAT,2024-12-03,37.2516
AMAT,2024-12-04,37.3329
AMAT,2024-12-05,38.7996
AMAT,2024-12-06,38.0598
AMAT,2024-12-09,38.4752
AMAT,2024-12-10,38.5714
AMAT,2024-12-11,38.2851
AMAT,2024-12-12,39.471
AMAT,2024-12-13,39.5192
AMAT,2024-12-16,40.092
AMAT,2024-12-17,40.6186
AMAT,2024-12-18,42.6773
AMAT,2024-12-19,43.0968
AMAT,2024-12-20,40.6122
AMAT,2024-12-23,39.4702
AMAT,2024-12-24,38.7149
AMAT,2024-12-26,38.7449
AMAT,2024-12-27,39.0704
AMAT,2024-12-30,38.964
AMAT,2024-12-31,38.6978
AMAT,2025-01-02,39.4721
AMAT,2025-01-03,38.651
AMAT,2025-01-06,39.5841
AMAT,2025-01-07,40.2297
AMAT,2025-01-08,40.1566
AMAT,2025-01-10,41.2266
AMAT,2025-01-13,41.0883
AMAT,2025-01-14,40.0951
AMAT,2025-01-15,38.2865
AMAT,2025-01-16,37.8071
AMAT,2025-01-17,36.8116
AMAT,2025-01-21,35.5022
AMAT,2025-01-22,35.8268
AMAT,2025-01-23,36.7773
AMAT,2025-01-24,37.0403
AMAT,2025-01-27,41.6535
AMAT,2025-01-28,40.7488
AMAT,2025-01-29,41.2799
AMAT,2025-01-30,40.1418
AMAT,2025-01-31,40.1745
AMAT,2025-02-03,40.2279
AMAT,2025-02-04,39.9585
AMAT,2025-02-05,39.8992
AMAT,2025-02-06,39.9915
AMAT,2025-02-07,41.3185
AMAT,2025-02-10,40.1536
AMAT,2025-02-11,40.0136
AMAT,2025-02-12,40.587
AMAT,2025-02-13,39.429
AMAT,2025-02-14,37.5175
AMAT,2025-02-18,36.692
AMAT,2025-02-19,36.0808
AMAT,2025-02-20,36.5824
AMAT,2025-02-21,37.871
AMAT,2025-02-24,38.3538
AMAT,2025-02-25,38.4602
AMAT,2025-02-26,38.6903
AMAT,2025-02-27,40.829
AMAT,2025-02-28,40.3348
AMAT,2025-03-03,42.5563
AMAT,2025-03-04,42.475
AMAT,2025-03-05,40.8649
AMAT,2025-03-06,44.6511
AMAT,2025-03-07,41.6933
AMAT,2025-03-10,45.2111
AMAT,2025-03-11,45.1049
AMAT,2025-03-12,43.7735
AMAT,2025-03-13,44.0816
AMAT,2025-03-14,42.002
AMAT,2025-03-17,40.2292
AMAT,2025-03-18,40.6838
AMAT,2025-03-19,39.4954
AMAT,2025-03-20,39.7303
AMAT,2025-03-21,36.313
AMAT,2025-03-24,37.5992
AMAT,2025-03-25,37.5618
AMAT,2025-03-26,38.3029
AMAT,2025-03-27,38.7176
AMAT,2025-03-28,43.3417
AMAT,2025-03-31,40.6427
AMAT,2025-04-01,40.0126
AMAT,2025-04-02,39.9827
AMAT,2025-04-03,45.3442
AMAT,2025-04-04,54.9572
AMAT,2025-04-07,55.0874
AMAT,2025-04-08,61.2272
AMAT,2025-04-09,44.1425
AMAT,2025-04-10,55.2677
AMAT,2025-04-11,51.1528
AMAT,2025-04-14,46.8329
AMAT,2025-04-15,45.5372
AMAT,2025-04-16,47.8416
AMAT,2025-04-17,46.5698
AMAT,2025-04-21,48.2749
AMAT,2025-04-22,47.6977
AMAT,2025-04-23,44.6531
AMAT,2025-04-24,44.0235
AMAT,2025-04-25,43.2818
AMAT,2025-04-28,43.1743
AMAT,2025-04-29,43.1766
AMAT,2025-04-30,44.668
AMAT,2025-05-01,42.6943
AMAT,2025-05-02,43.3357
AMAT,2025-05-05,43.5824
AMAT,2025-05-06,43.6614
AMAT,2025-05-07,45.0044
AMAT,2025-05-08,42.8969
AMAT,2025-05-09,42.8338
AMAT,2025-05-12,38.5859
AMAT,2025-05-13,37.8079
AMAT,2025-05-14,39.4354
AMAT,2025-05-15,39.835
AMAT,2025-05-16,37.9018
